代码,    名称,现价,涨幅,涨跌,4分钟涨速,主力净量,总手,换手,量比,自选时间,自选价格,自选收益,现手,开盘,昨收,最高,最低,市盈(动),市净率,委比%,振幅,总市值,实体涨幅
SZ000099,中信海直,21.51,3.41%,0.71,-0.05%,0.28,42287378,5.45%,1.72,20250804,23.29,-7.64%,337400--,20.8,20.8,21.75,20.78,51.16,3.05,-57.36,4.66%,16686816000,3.41%
SZ300289,利德曼,6.88,2.38%,0.16,0.29%,0,5702500,1.05%,0.83,20250801,8.45,-18.58%,54400--,6.71,6.72,6.88,6.66,,2.26,-7.57,3.27%,3742799000,2.53%
SZ300009,安科生物,9.64,2.34%,0.22,-0.10%,0.01,14456855,1.18%,0.82,20250731,12.11,-20.40%,206600--,9.4,9.42,9.65,9.36,21.91,3.87,-62.22,3.08%,16111532000,2.55%
SZ301382,蜂助手,35.21,3.16%,1.08,0.17%,0.44,8403029,4.77%,0.84,20250730,33.38,5.48%,124700--,34,34.13,35.38,33.83,56.1,5.43,13.9,4.54%,10055761300,3.56%
SZ300684,中石科技,53.07,-1.63%,-0.88,0.00%,-0.2,9188740,4.50%,0.75,20250721,26.7,98.76%,73740--,53.6,53.95,54.9,52.81,47.36,7.59,56.75,3.87%,15894954000,-0.99%
SZ300416,苏试试验,17.62,0.46%,0.08,-0.06%,0.04,10671300,2.11%,0.53,20250729,15.72,12.09%,2000--,17.34,17.54,17.7,17.32,42.85,3.36,17.14,2.17%,8960612300,1.61%
SH600882,妙可蓝多,21.24,3.31%,0.68,-0.05%,0.02,5564142,1.09%,1.02,20250729,28.68,-25.94%,58300--,20.54,20.56,21.32,20.54,46.18,2.34,-31.05,3.79%,10833539500,3.41%
920981,晶赛科技,31.95,-0.31%,-0.1,0.00%,-0.18,759893,2.04%,0.59,--,--,--,2516--,31.8,32.05,32.1,31.59,230.2,4.8,13.82,1.59%,2443152600,0.47%
SZ301606,绿联科技,67.4,2.79%,1.83,0.97%,0.03,2337982,1.07%,0.53,20250107,40.21,67.62%,600--,66.44,65.57,67.89,65.45,44.93,8.9,37.57,3.72%,27964921000,1.44%
SZ003023,彩虹集团,25.65,9.99%,2.33,0.00%,2.71,12833873,12.21%,4.87,20250728,29.03,-11.64%,3900--,22.91,23.32,25.65,22.72,46.39,1.75,100,12.56%,2702012000,11.96%
SZ002949,华阳国际,14.94,2.12%,0.31,-0.07%,0.03,3278000,2.16%,0.29,20241230,18.77,-20.40%,61900--,14.55,14.63,14.97,14.54,31.11,2.03,-82.66,2.94%,2928895300,2.68%
SZ300479,神思电子,20.92,1.45%,0.3,0.05%,0.22,6805860,3.46%,0.82,20250725,22.13,-5.47%,75400--,20.61,20.62,21.36,20.51,,9.37,22.52,4.12%,4122094900,1.50%
SZ300653,正海生物,20.1,2.24%,0.44,-0.05%,0.01,1594500,0.89%,0.72,20250725,22.43,-10.39%,11800--,19.62,19.66,20.14,19.58,40.26,4.14,-48.91,2.85%,3618000000,2.45%
SZ300760,迈瑞医疗,181.37,2.93%,5.17,-0.06%,0.01,7638494,0.63%,1.05,20250725,231.84,-21.77%,200--,175.8,176.2,182.25,175.5,21.79,5.6,-80.71,3.83%,219900500000,3.17%
SH688137,近岸蛋白,42.19,3.87%,1.57,0.14%,0.03,601705,1.84%,0.96,20250725,46.46,-9.19%,3400--,40.6,40.62,42.38,40.46,,1.45,0.27,4.73%,2960701800,3.92%
SZ002266,浙富控股,5.09,1.60%,0.08,0.00%,-0.01,127526026,2.60%,0.95,20250724,4.29,18.65%,644800--,5.02,5.01,5.18,4.99,26.97,2.26,3.84,3.79%,26566091000,1.39%
SH601888,中国中免,76.62,0.22%,0.17,0.00%,-0.03,17714766,0.91%,0.51,20250724,70.84,8.16%,232000--,75.98,76.45,77.1,75.64,38.95,2.85,74.98,1.91%,158515980000,0.84%
SH600157,永泰能源,1.86,1.64%,0.03,0.00%,-0.03,1214208530,5.57%,0.48,20250724,1.53,21.57%,20215500--,1.82,1.83,1.86,1.78,153.8,0.862,-11.88,4.37%,40581041000,2.20%
SH600546,山煤国际,11.72,-0.76%,-0.09,0.34%,-0.11,28240908,1.42%,0.49,20250723,10.05,16.62%,174400--,11.66,11.81,11.87,11.52,16.65,1.42,60.77,2.96%,23234386000,0.51%
SH603006,联明股份,13.54,1.88%,0.25,-0.07%,-0.08,3084700,1.21%,0.92,20250528,13.57,-0.22%,14500--,13.35,13.29,13.6,13.3,44.2,2.64,30.11,2.26%,3442602500,1.42%
SZ300854,中兰环保,25.34,4.49%,1.09,0.24%,0.08,3004300,3.69%,0.56,20250723,17.65,43.57%,20700--,24.01,24.25,25.68,23.8,,2.65,-71.68,7.75%,2535742100,5.54%
SZ002761,浙江建投,8.33,3.74%,0.3,-0.24%,0.11,17480810,1.62%,1.44,20250521,9.7,-14.12%,219100--,8.01,8.03,8.35,7.99,54.85,1.32,-26.79,4.48%,11036177200,4.00%
SZ301016,雷尔伟,25.4,5.00%,1.21,0.08%,-0.05,4696848,2.27%,1.46,20250331,22.08,15.04%,79200--,24.09,24.19,25.95,24,93.01,5.55,57.19,8.06%,5547360000,5.44%
SZ000065,北方国际,13.45,-0.88%,-0.12,0.00%,-0.02,23579537,2.42%,0.55,20250218,10.89,23.51%,229600--,13.56,13.57,13.63,13.25,24.17,1.4,13.48,2.80%,15621397000,-0.81%
SH600031,三一重工,22.03,-0.23%,-0.05,0.05%,0.06,65971930,0.78%,1.06,20250207,16.75,31.52%,547500--,22.12,22.08,22.2,21.81,21.29,2.32,47.88,1.77%,202565950000,-0.41%
SH600023,浙能电力,5.48,-0.18%,-0.01,-0.18%,-0.02,82385310,0.61%,0.57,20250722,5.23,4.78%,515700--,5.49,5.49,5.51,5.43,8.85,0.979,-10.23,1.46%,73479855000,-0.18%
SZ000400,许继电气,33.63,-0.44%,-0.15,0.06%,-0.35,76192740,7.53%,1.31,20250721,23.91,40.65%,728100--,33.29,33.78,34.42,33.06,28.5,2.89,29.71,4.03%,34256266000,1.02%
SZ002010,传化智联,6.46,1.73%,0.11,0.00%,-0.02,27352649,0.99%,0.71,20250530,5.73,12.74%,322900--,6.32,6.35,6.48,6.3,21.02,0.996,-58.04,2.83%,17855640000,2.22%
SH601555,东吴证券,--,--,--,--,--,0,0.00%,0,20250721,9.27,0.22%,----,--,9.29,--,--,11.8,1.09,--,--,46159249000,--
SH601669,中国电建,5.96,3.65%,0.21,0.00%,0.56,685419860,5.24%,2.17,20250718,5.08,17.32%,7708900--,5.76,5.75,6.01,5.73,10.3,0.714,-46.16,4.87%,102667910000,3.47%
SH600580,卧龙电驱,41.57,0.90%,0.37,0.00%,0.05,25694324,1.65%,0.67,20250718,21.01,97.86%,272400--,41,41.2,41.96,40.9,59.5,6.07,51.04,2.57%,64937225000,1.39%
SZ000949,新乡化纤,7.42,4.36%,0.31,0.00%,0.47,85229106,5.15%,1.17,20250122,4.16,78.37%,696600--,7.13,7.11,7.6,7.06,69.21,1.9,-24.15,7.59%,12294197400,4.07%
SZ300363,博腾股份,21.21,1.92%,0.4,0.09%,0,7801235,1.56%,0.7,20250718,20.01,6.00%,94100--,20.77,20.81,21.34,20.63,108.2,2.17,0.71,3.41%,11526408600,2.12%
SZ000722,湖南发展,13.93,2.35%,0.32,0.00%,-0.11,31708825,6.83%,1.81,20250718,13.18,5.69%,252198--,13.64,13.61,14.2,13.57,75.74,2.05,36.93,4.63%,6465724900,2.13%
SH688507,索辰科技,94.84,1.09%,1.02,-0.11%,0.09,994717,2.02%,0.43,20250718,87.01,9.00%,200--,93.04,93.82,95.68,93.04,262.7,2.96,65.23,2.81%,8451077100,1.93%
SZ300288,朗玛信息,13.73,2.39%,0.32,0.07%,-0.05,5485907,2.14%,0.68,20250718,15.48,-11.30%,500--,13.31,13.41,13.88,13.3,257.6,4.26,-17.07,4.33%,4639935400,3.16%
SZ000801,四川九洲,16.49,1.35%,0.22,0.06%,-0.01,16752414,1.65%,0.74,20250709,15.09,9.28%,266500--,16.22,16.27,16.72,16.18,128.5,5.73,-10.89,3.32%,16759195000,1.66%
SZ300830,金现代,14.27,8.60%,1.13,-0.07%,2.62,79652001,23.63%,1.27,20250717,11.52,23.87%,4000--,12.93,13.14,14.28,12.93,,4.72,-92.13,10.27%,6444913500,10.36%
SH603738,泰晶科技,23.36,-1.52%,-0.36,-0.04%,-1.62,50896785,13.19%,0.77,20250717,15.55,50.23%,355300--,23.78,23.72,24.54,23.1,193,5.16,-36.97,6.07%,9014331800,-1.77%
SZ002406,远东传动,8.1,1.76%,0.14,0.12%,0.02,12232300,2.03%,0.51,20250717,7.48,8.29%,177900--,7.95,7.96,8.12,7.91,46.53,1.47,-55.68,2.64%,5914823200,1.89%
SH600101,明星电力,11.26,-0.53%,-0.06,0.18%,-0.9,50762341,9.27%,0.79,20250303,9.01,24.97%,389160--,11.19,11.32,11.38,11.12,33.55,2,31.92,2.30%,6168931400,0.63%
SZ300662,科锐国际,25.65,2.07%,0.52,0.04%,0.15,3605309,1.84%,0.8,20250624,27.08,-5.28%,46200--,25.01,25.13,25.74,24.95,16.6,2.23,3.95,3.14%,5048083100,2.56%
SH603093,南华期货,22.31,2.81%,0.61,0.05%,0.1,17564802,2.88%,0.62,20250716,26.08,-14.46%,195100--,21.78,21.7,22.77,21.76,34.17,2.92,-24.22,4.65%,16012442000,2.43%
SZ002923,润都股份,16,5.54%,0.84,0.06%,0.16,12430856,4.82%,1.1,20250611,14.32,11.73%,136780--,15.46,15.16,16.04,15.05,,5.12,-0.26,6.53%,5358292600,3.49%
SZ000409,云鼎科技,11.2,0.90%,0.1,0.00%,0.06,6909013,1.17%,0.51,20250606,12.02,-6.82%,124400--,11.09,11.1,11.25,11.03,112.4,4.83,-28.09,1.98%,7590805700,0.99%
SZ002036,联创电子,10.84,-2.78%,-0.31,-0.09%,-0.38,52863172,5.02%,0.74,20250715,10.79,0.46%,1031100--,11.05,11.15,11.14,10.76,168.5,5.34,58.41,3.41%,11440587700,-1.90%
SH600446,金证股份,14.5,2.47%,0.35,-0.07%,0.1,13149546,1.40%,0.69,20250711,21.19,-31.57%,145301--,14.1,14.15,14.55,14.09,,3.71,-59.42,3.25%,13648378000,2.84%
SH603611,诺力股份,23.92,2.97%,0.69,0.08%,0.04,3895300,1.51%,0.81,20250711,22.9,4.45%,25800--,23.11,23.23,23.95,23.08,11.66,1.96,-61.8,3.75%,6161810900,3.50%
SZ002409,雅克科技,92.16,-1.03%,-0.96,0.00%,-0.04,8943079,2.81%,0.72,20250708,54.87,67.96%,63600--,91.93,93.12,93.98,91.45,41.32,5.62,37.81,2.72%,43861495000,0.25%
SZ002299,圣农发展,19.8,2.64%,0.51,-0.05%,-0.02,22674893,1.85%,1.06,20250708,15.11,31.04%,207500--,19.24,19.29,19.85,19.22,15.93,2.17,-89.9,3.27%,24613612000,2.91%
SH688248,南网科技,58.07,11.50%,5.99,0.03%,0.18,15355537,2.72%,3.68,20250708,34.16,69.99%,74532--,52.15,52.08,62,52.15,77.83,10.06,84.46,18.91%,32792129000,11.35%
SZ002227,奥 特 迅,10.77,10.01%,0.98,0.00%,1.05,9125103,3.71%,1.7,20250707,14.53,-25.88%,27200--,10.6,9.79,10.77,10.39,,2.8,100,3.88%,2668872500,1.60%
SZ002354,天娱数科,6.26,0.48%,0.03,0.00%,0.08,51679770,3.18%,0.6,20250707,6.72,-6.85%,660600--,6.2,6.23,6.28,6.16,181.9,8.06,6.84,1.93%,10357707200,0.97%
SZ300595,欧普康视,15.44,1.25%,0.19,0.07%,-0.13,7969516,1.19%,0.55,20250704,15.33,0.72%,100500--,15.16,15.25,15.47,15.16,23.45,2.8,-32.84,2.03%,13823264000,1.85%
920403,康农种业,25.3,3.22%,0.79,0.00%,-0.35,5461668,9.24%,0.65,--,--,--,52202--,24.26,24.51,25.62,24.1,,4.49,-43.18,6.20%,2513835300,4.29%
SH688630,芯碁微装,188.48,0.67%,1.26,0.00%,0,4971825,3.77%,0.98,20250217,65.88,186.10%,11989--,185.01,187.22,193.49,183.7,85.64,10.76,-3.85,5.23%,24830490000,1.88%
SZ301176,逸豪新材,26.5,3.03%,0.78,0.72%,0.18,4030571,7.15%,0.77,20250618,21.23,24.82%,125800--,25.51,25.72,26.8,25.37,,2.95,20.8,5.56%,4480266700,3.88%
SH600578,京能电力,5.56,2.02%,0.11,0.18%,0.05,40501690,0.61%,0.73,20250704,4.81,15.59%,502600--,5.43,5.45,5.59,5.4,8.81,1.57,-31.6,3.49%,37222093000,2.39%
SZ002623,亚玛顿,24.99,-0.40%,-0.1,0.00%,0.06,8032300,4.04%,0.62,20250703,18.88,32.36%,147400--,25.11,25.09,25.6,24.52,,1.76,33.68,4.30%,4974571900,-0.48%
SZ000514,渝 开 发,4.96,2.48%,0.12,0.00%,0.09,9193179,1.09%,0.75,20250703,4.65,6.67%,111300--,4.82,4.84,4.97,4.81,19.46,1.1,-34.15,3.31%,4185104000,2.90%
SH600089,特变电工,32.23,-1.68%,-0.55,0.03%,-0.41,417543830,8.26%,1.04,20250702,12.29,162.25%,4130670--,32.4,32.78,33.26,32.18,22.27,2.37,79.17,3.29%,162851500000,-0.52%
SH688180,君实生物-U,31.21,4.87%,1.45,-0.06%,0.02,13528279,1.77%,1.2,20250701,35.68,-12.53%,109478--,29.76,29.76,31.6,29.68,,5.32,-27.46,6.45%,32042991000,4.87%
SZ300562,乐心医疗,14.12,2.10%,0.29,-0.07%,0.16,5002200,3.08%,0.71,20250701,15.66,-9.83%,26900--,13.77,13.83,14.2,13.76,35.25,3.05,-57.2,3.18%,3086825300,2.54%
SZ300532,今天国际,11.7,1.21%,0.14,0.00%,-0.04,5969277,1.38%,0.59,20250701,12.06,-2.99%,90300--,11.45,11.56,11.75,11.43,18.08,2.84,2.09,2.77%,5312136800,2.18%
SZ300293,蓝英装备,19.24,0.10%,0.02,0.05%,0,2448400,0.87%,0.52,20250630,25.14,-23.47%,100--,19.21,19.22,19.28,19.11,,6.97,3.34,0.88%,6511549200,0.16%
SH603871,嘉友国际,15.15,0.33%,0.05,-0.07%,-0.01,8886467,0.65%,0.54,20250627,10.81,40.15%,78900--,14.99,15.1,15.2,14.82,17.79,3.59,-28.86,2.52%,20725331000,1.07%
01799,新特能源,6.14,0.33%,0.02,0.00%,-0.03,807600,0.21%,0.46,20250627,5.17,18.76%,18800--,6.13,6.12,6.24,6.05,,0.246,64.95,3.10%,8780200000,0.16%
SH688303,大全能源,23.01,0.39%,0.09,-0.13%,0,7604849,0.35%,0.65,20250627,19.93,15.45%,74853--,22.66,22.92,23.22,22.49,,1.27,16.41,3.18%,49361184000,1.54%
03800,协鑫科技,1.08,1.89%,0.02,0.00%,0.32,423817340,1.28%,1.25,20250627,0.94,14.89%,6745000--,1.06,1.06,1.1,1.03,,0.893,9.14,6.60%,35873788000,1.89%
SZ001382,新亚电缆,22.11,1.56%,0.34,0.05%,0.58,11979131,19.32%,2.06,20250627,21.71,1.84%,90500--,21.75,21.77,22.48,21.6,88.52,5.73,62.21,4.04%,9109320000,1.66%
SZ002091,江苏国泰,9.12,3.28%,0.29,0.11%,0.14,26833038,1.68%,1.1,20250626,7.37,23.74%,344500--,8.78,8.83,9.13,8.77,11.47,0.91,-68.33,4.08%,14844758000,3.87%
01788,国泰君安国际,2.79,2.20%,0.06,0.00%,0.1,102321000,1.07%,0.82,20250626,4.25,-34.35%,1516000--,2.73,2.73,2.86,2.72,24.17,1.72,-0.96,5.13%,26588546000,2.20%
SZ002537,海联金汇,9.16,2.69%,0.24,0.00%,0.18,41015425,3.51%,0.71,20250625,11.46,-20.07%,364300--,8.84,8.92,9.22,8.8,40.2,2.54,-68.88,4.71%,10753993400,3.62%
SZ300046,台基股份,33.63,1.45%,0.48,-0.03%,-0.12,4159640,1.76%,0.6,20250625,41.88,-19.70%,300--,33,33.15,33.66,32.82,105.2,6.96,-45.25,2.53%,7954550000,1.91%
SZ002828,贝肯能源,14.79,0.07%,0.01,0.00%,-0.06,46618423,24.08%,1.01,20250625,10.58,39.79%,487240--,14.36,14.78,14.97,14.22,76.84,4.27,41.75,5.07%,2972606600,2.99%
SZ002074,国轩高科,36.3,-0.49%,-0.18,-0.03%,-0.09,22256212,1.28%,0.71,20250625,33,10.00%,289600--,36.41,36.48,36.57,35.98,19.5,2.31,57.52,1.62%,65852331000,-0.30%
SH603125,常青科技,18.75,2.01%,0.37,-0.05%,0.05,4714875,4.66%,0.8,20250624,16.35,14.68%,103700--,18.29,18.38,18.81,18.21,55.51,3.18,-62.41,3.26%,7590682000,2.52%
SH601211,国泰海通,18.46,0.60%,0.11,-0.16%,0.04,56920284,0.42%,0.65,20250624,18.6,-0.75%,804980--,18.26,18.35,18.52,18.26,11.06,1.04,-35.54,1.42%,325429970000,1.10%
SZ300193,佳士科技,9.9,1.23%,0.12,0.00%,0.15,24346173,5.80%,1.43,20250205,9.32,6.22%,137800--,9.74,9.78,10.1,9.66,22.03,2.05,-48.94,4.50%,4714873100,1.64%
SH600513,联环药业,22.66,2.26%,0.5,0.04%,0.42,15898551,5.57%,1.06,20250103,10.22,121.72%,220900--,22.01,22.16,22.94,22,,4.85,11.76,4.24%,6468439100,2.95%
SZ002373,千方科技,10.76,0.75%,0.08,0.00%,0.07,19904089,1.44%,0.6,20250624,9.15,17.60%,244500--,10.63,10.68,10.77,10.55,67.49,1.49,-6.35,2.06%,17002825000,1.22%
SH603982,泉峰汽车,8.27,2.10%,0.17,0.12%,-0.05,7146024,2.10%,0.77,20250624,10.68,-22.57%,78400--,8.08,8.1,8.29,8.05,,1.29,-35.72,2.96%,3019616800,2.35%
SZ301152,天力锂能,28.64,2.32%,0.65,0.04%,-0.15,2342253,3.30%,0.72,20250623,28.61,0.10%,35100--,27.99,27.99,28.71,27.99,,2.59,-54.27,2.57%,3400713800,2.32%
SZ002824,和胜股份,20.43,-1.21%,-0.25,0.10%,-0.06,5520159,2.92%,0.54,20250623,16.28,25.49%,29600--,20.56,20.68,20.76,20.3,47.55,2.81,38.42,2.22%,6357383700,-0.63%
SZ003026,中晶科技,32.85,-0.93%,-0.31,0.00%,-0.2,4359170,4.56%,0.94,20250618,33.37,-1.56%,41700--,33.16,33.16,33.39,32.55,93.75,6.47,37.34,2.53%,4257984200,-0.93%
SH689009,九号公司-WD,48.2,1.69%,0.8,-0.10%,0.01,6209204,1.12%,0.8,20250620,59.78,-19.37%,76607--,47.8,47.4,48.46,47.32,19.85,4.84,64.86,2.41%,34832070000,0.84%
SZ300480,光力科技,32.71,11.52%,3.38,0.03%,0.16,46420582,18.75%,1.62,20250620,15.59,109.81%,300--,28.3,29.33,33.22,28.3,237,9.01,-9.43,16.77%,11541056300,15.58%
SH603533,掌阅科技,27.34,0.15%,0.04,0.04%,-0.3,28344215,6.46%,0.54,20250619,22.06,23.93%,403700--,27.1,27.3,27.72,26.79,,5.19,58.82,3.41%,11999439500,0.89%
SZ300483,首华燃气,20.69,-3.54%,-0.76,0.10%,-1.5,61764481,16.25%,0.73,20250619,13.38,54.63%,2000--,20.76,21.45,21.6,20.2,,2.95,73.02,6.53%,7867572600,-0.34%
SH600563,法拉电子,117.85,2.74%,3.14,0.08%,0.13,6788103,3.02%,1.27,20250618,102.67,14.79%,32700--,114.71,114.71,121.49,114.33,22.4,4.63,-63.3,6.24%,26516250000,2.74%
SZ300073,当升科技,52.52,-0.15%,-0.08,-0.02%,0,8171375,1.62%,0.61,20250618,40.4,30.00%,105000--,52.35,52.6,52.8,52.1,42.64,1.96,61.05,1.33%,28586303000,0.32%
SZ300450,先导智能,50.14,-0.71%,-0.36,0.00%,-0.03,28305664,1.82%,0.63,20250618,23.01,117.91%,261200--,50.29,50.5,50.71,49.9,53.06,4.93,63.46,1.60%,83925407000,-0.30%
SZ300003,乐普医疗,17.27,2.31%,0.39,-0.06%,-0.01,32310164,2.05%,1.04,20250618,13.79,25.24%,210600--,16.78,16.88,17.5,16.69,24.31,2.05,-7.04,4.80%,31835458000,2.92%
SZ300220,金运激光,15.27,2.83%,0.42,0.07%,0.05,2792308,1.85%,0.7,20250618,18.92,-19.29%,75900--,14.84,14.85,15.27,14.61,1726,36.65,-71.73,4.44%,2308824000,2.90%
SZ002443,金洲管道,9.84,-0.20%,-0.02,0.00%,0.07,15235991,2.93%,0.63,20250618,6.41,53.51%,511200--,9.77,9.86,10.02,9.7,40.98,1.5,11.2,3.25%,5122069500,0.72%
SZ002312,川发龙蟒,13.26,1.77%,0.23,0.00%,0.28,94160198,5.00%,0.85,20250523,11.35,16.83%,1136100--,13,13.03,13.4,12.8,42.98,2.6,29.31,4.60%,25031025000,2.00%
920522,纳科诺尔,66.22,-4.75%,-3.3,0.00%,-0.39,2830951,2.18%,1.01,--,--,--,16250--,69.79,69.52,69.8,66,136.9,9.65,83.43,5.47%,10380032700,-5.12%
SH603086,先达股份,8.39,3.33%,0.27,-0.12%,0.08,14768040,3.40%,1.26,20250616,10.08,-16.77%,96200--,8.08,8.12,8.42,8.07,13.97,1.69,-50.35,4.31%,3648082300,3.84%
SZ300663,科蓝软件,15.54,1.77%,0.27,-0.06%,0.02,7052262,1.54%,0.49,20250613,17.78,-12.60%,173000--,15.18,15.27,15.55,15.12,,9.83,-24.57,2.82%,7435133200,2.37%
SH688619,罗普特,15,1.56%,0.23,0.20%,0.04,2886206,1.56%,0.58,20250613,12.25,22.45%,30826--,14.6,14.77,15.06,14.6,,4.12,-73.79,3.11%,2781570600,2.74%
SH601872,招商轮船,17.12,-1.95%,-0.34,-0.47%,-0.14,246877750,3.06%,0.74,20250613,6.35,169.61%,2567140--,17,17.46,17.85,16.65,31.42,3.39,8.89,6.87%,138236100000,0.71%
SH600120,浙江东方,6.36,0.47%,0.03,-0.16%,-0.04,46124187,1.35%,0.59,20250612,6.4,-0.63%,754600--,6.29,6.33,6.38,6.26,20.37,1.33,-37.63,1.90%,21721826000,1.11%
SZ300251,光线传媒,17.48,-0.23%,-0.04,0.00%,-0.02,72285133,2.60%,0.53,20250612,18.95,-7.76%,5900--,17.37,17.52,17.55,17.31,16.47,4.77,17.22,1.37%,51279126000,0.63%
SZ300025,华星创业,5.92,0.68%,0.04,0.17%,0.02,11132400,2.20%,0.86,20250612,7.02,-15.67%,236500--,5.89,5.88,5.92,5.8,,5.59,2.51,2.04%,3012054100,0.51%
SZ300682,朗新科技,18.64,3.21%,0.58,0.00%,0.13,39146036,3.79%,1.1,20250612,16.6,12.29%,800--,18,18.06,18.97,17.88,142.5,2.96,-40.24,6.04%,20098316000,3.56%
SZ003027,同兴科技,22.88,4.52%,0.99,0.04%,-0.02,3741400,3.57%,1.32,20250611,19,20.42%,44700--,21.87,21.89,22.93,20.98,36.19,1.75,-49.15,8.91%,2990946800,4.62%
SZ002955,鸿合科技,25.98,-1.07%,-0.28,-0.04%,-0.05,1654402,0.84%,0.64,20250611,28.04,-7.35%,47500--,26.23,26.26,26.25,25.84,56.04,1.87,29.49,1.56%,6147904900,-0.95%
SH603787,新日股份,13.6,3.74%,0.49,-0.07%,-0.04,2550900,1.11%,0.77,20250611,14.05,-3.20%,76900--,13.11,13.11,13.61,13.06,20.28,1.97,-80,4.20%,3129955500,3.74%
SZ000792,盐湖股份,36.79,-0.38%,-0.14,0.05%,0.1,65139368,1.23%,0.6,20250611,16.67,120.70%,644400--,36.72,36.93,37.5,36.39,32.43,4.74,-27.41,3.01%,194676950000,0.19%
SH603587,地素时尚,12.66,2.10%,0.26,0.00%,0.01,1685020,0.36%,0.73,20250610,12.77,-0.86%,38000--,12.4,12.4,12.69,12.31,19.07,1.66,-20.29,3.06%,6002014700,2.10%
SH603693,江苏新能,13.72,1.11%,0.15,0.00%,-0.07,11803537,1.32%,0.86,20250528,13.88,-1.15%,74300--,13.53,13.57,13.82,13.42,23.51,1.76,-31.86,2.95%,12231049100,1.40%
SZ300315,掌趣科技,5.22,0.00%,0,-0.19%,-0.01,63260581,2.45%,0.57,20250610,5.4,-3.33%,596100--,5.17,5.22,5.23,5.16,138.5,2.86,8.79,1.34%,14133729000,0.97%
SZ300545,联得装备,33.96,-3.74%,-1.32,-0.09%,-1.07,12750188,10.66%,1.29,20250610,28.93,17.39%,197865--,35,35.28,35.1,33.66,48.9,2.95,47.59,4.08%,6298268300,-2.97%
SZ300467,迅游科技,31.49,4.97%,1.49,0.10%,-0.01,4469454,2.65%,0.98,20250606,20.41,54.29%,31700--,29.8,30,31.8,29.8,271.7,10.02,-17.59,6.67%,6398922200,5.67%
SZ000886,海南高速,6.32,1.94%,0.12,0.00%,-0.02,16046126,1.64%,0.81,20250606,6.36,-0.63%,106900--,6.14,6.2,6.33,6.14,,2.06,-12.24,3.06%,6249394900,2.93%
SH601007,金陵饭店,8,2.30%,0.18,0.00%,-0.17,7230850,1.85%,0.92,20250605,8.39,-4.65%,86400--,7.82,7.82,8.02,7.8,58.39,1.97,-58.08,2.81%,3120000000,2.30%
SZ002229,鸿博股份,16.27,-0.85%,-0.14,0.06%,-0.45,22888273,4.64%,0.52,20250605,17.08,-4.74%,249100--,16.25,16.41,16.53,16.16,264.7,6.35,15.28,2.25%,8073035500,0.12%
SH600893,航发动力,61.18,5.98%,3.45,0.07%,0.21,68211850,2.56%,1.16,20250605,35.54,72.14%,482385--,58,57.73,63.2,57.8,1133,4.1,29.91,9.35%,163081060000,5.48%
SZ300513,恒实科技,9.71,3.74%,0.35,0.00%,-0.25,10462397,3.63%,1.29,20250605,9.4,3.30%,135900--,9.26,9.36,9.73,9.26,,2.31,-51.9,5.02%,3045941100,4.86%
SZ002243,力合科创,10.04,0.00%,0,-0.10%,-0.08,11436600,0.95%,0.6,20250604,8.03,25.03%,181400--,9.99,10.04,10.11,9.95,77.44,1.67,6.06,1.59%,12154466400,0.50%
SZ001338,永顺泰,13.05,2.59%,0.33,-0.08%,-0.02,10330046,2.06%,1.23,20241227,11.23,16.21%,134088--,12.7,12.72,13.11,12.64,19.41,1.76,-81.96,3.69%,6547587400,2.76%
SZ002741,光华科技,20.93,-1.04%,-0.22,0.10%,0.01,10554313,2.48%,0.61,20250411,14.61,43.26%,80000--,21.03,21.15,21.21,20.86,80.75,5.06,57.8,1.65%,9732916900,-0.48%
SH603283,赛腾股份,46.5,2.02%,0.92,-0.04%,0.04,10667570,3.93%,0.82,20250604,43.65,6.53%,112060--,45.18,45.58,47.75,45.18,23.59,3.92,15.73,5.64%,12609592500,2.92%
SZ300199,翰宇药业,17.2,4.81%,0.79,-0.06%,0.29,30202208,4.05%,1.47,20250603,14.99,14.74%,100--,16.39,16.41,17.26,16.35,159.7,23.4,-52.94,5.55%,15191751000,4.94%
SZ300119,瑞普生物,19.26,5.71%,1.04,-0.21%,0.15,9097651,2.72%,1.83,20250603,25.06,-23.14%,1000--,18.17,18.22,19.48,18.13,18.53,1.92,-40.2,7.41%,8951175600,6.00%
SZ301366,一博科技,34.7,1.23%,0.42,-0.17%,0.01,1913058,2.51%,0.64,20250603,46.51,-25.39%,28900--,34.06,34.28,34.85,33.95,317.5,3.4,13.24,2.63%,7270906200,1.88%
SZ301322,绿通科技,34.56,6.37%,2.07,0.06%,-0.11,4286501,4.51%,0.88,20250530,30.39,13.72%,65450--,32.5,32.49,34.77,32.1,52.33,1.73,-49.89,8.22%,4882909100,6.34%
SZ000566,海南海药,5.77,1.76%,0.1,0.00%,-0.03,27891092,2.15%,0.7,20250530,6.12,-5.72%,243700--,5.63,5.67,5.77,5.61,,26.89,-62.35,2.82%,7485796800,2.49%
SZ000539,粤电力Ａ,5.16,1.98%,0.1,0.19%,-0.11,37634301,1.47%,0.95,20250530,5.39,-4.27%,289200--,5.02,5.06,5.19,5.01,34.8,1.16,-30.58,3.56%,27091465000,2.79%
